date,title,link,compensation,employment_type,images,description
2019-08-21 13:26,Architectural Job Captain,https://losangeles.craigslist.org/lac/egr/d/architectural-job-captain/6961718240.html,Based on experience,full-time,,"Award winning, well published, high end residential Architecture/interior design/landscape design firm is seeking a full-time Job Captain.  The ideal applicant is self-motivated, well organized with excellent communication skills. 

A minimum of 5 to 7 years of work experience, proficient in construction documents, knowledge of details and construction processes & coordinating with consultants.   Background in Revit, AutoCAD, and Sketch-up is preferred.  

We provide career advancement opportunities and outstanding benefits package that includes medical, dental, vision, 401(k) plan and free parking. 

We are located in the Miracle Mile area of Los Angeles.  If you are a non-resident of Southern California, please note that we do not pay for relocation.  Please email your resume in PDF format."
2019-08-21 14:05,Senior Project Environmental Geologist,https://losangeles.craigslist.org/sgv/egr/d/los-angeles-senior-project/6961751325.html,Excellent salary and benefits commensurate with experience.,full-time,,"Job Description: Ninyo & Moore has an immediate opening for a Senior Project Environmental Geologist in Irvine or Monterey Park, CA. The successful candidate will prepare and manage Phase I and Phase II Environmental Site Assessments, Initial Site Assessments (Caltrans), Hazardous Materials Assessments (CEQA/NEPA), Preliminary Endangerment Assessments (PEAs), Conceptual site models, and Risk Assessments. Responsibilities will include meeting and interacting with the clients and regulatory agencies, managing project budgets and schedules and performing some business development activities with select clients. The candidate will also coordinate and participate in field activities, including drilling supervision, logging of borings, test pits, trenches and cores; evaluating geologic and hydrogeologic conditions; and sampling soil, soil gas, and groundwater; and will prepare environmental proposals and reports.

Education: B.S./M.S. in Geology.

Required Skills: The successful candidate should be a licensed professional geologist with 10+ years of experience in environmental consulting. The ideal candidate will bring local experience and familiarity with the local geologic practice and a strong knowledge of local, state and federal regulations. The ideal candidate will be familiar with the hazardous materials aspect of the CEQA/NEPA process and will understand how mitigation measures are established. The candidate should be a team player, detail oriented, and have excellent verbal and written communication skills. Experience with construction activities is also desired.

Status: Full time

Location: Irvine or Monterey Park - CA

Reference ID: SPEG-IRV/MP

To apply, click or copy link into browser: 

 Note: please include job reference id in subject line of job application"
2019-08-23 09:16,project manager/ supervisor needed,https://losangeles.craigslist.org/lac/egr/d/los-angeles-project-manager-supervisor/6962964404.html,prevailing wage +,full-time,,"Civil Engineering Construction 
A growing company is seeking a Project Manager / Supervisor to run Caltrans Projects . Must have vast experience in similar projects involving 
Heavy construction, Roadway excavation Grading, Paving, Striping, Electrical,  Traffic Control, etc . If you have past experience in heavy construction projects /Caltrans, please contact us."
2019-08-23 09:44,Interior Designer,https://losangeles.craigslist.org/wst/egr/d/los-angeles-interior-designer/6962990771.html,competitive,full-time,,"Plan, design and furnish interior environments for commercial projects, applying principles of interior design factors, such as space planning, layout and utilization of furnishings and equipment, color schemes, and color coordination; integrate design concept with knowledge of interior design to formulate practical, esthetic, and conductive environmental plan; conduct furniture design; review design drawings and present interior design ideas to clients; perform project design control, including review of furniture prototypes, shop drawings, and submittals.

Require: Bachelor’s degree in Interior Design or Interior Architecture; 1 year experience in job offered or as Junior Interior Designer."
2019-08-23 10:12,Sr. Civil Transportation Engineer / Project Manager,https://losangeles.craigslist.org/lgb/egr/d/newport-beach-sr-civil-transportation/6963018270.html,$110-$145K,full-time,,"We are seeking a Sr. Civil Transportation Engineer and/or Project Manager who experienced in transportation project design and able to lead a team of engineers on small and large projects. 

Requirements:
B.S in Civil Engineering or related field from an ABET accredited curriculum or equivalent, plus appropriate continuing education. 
7-10+ years of civil engineering experienced in land development, transportation and public works projects 
Possess the ability to oversee a minimum staff of 2-6 engineers. 
Applicant must be a registered Civil Engineer P.E. in the State of California.  
Background should include experience in land development, roadways, highways, utility systems, grading and drainage.  
AutoCAD Civil 3D expert level 
Civil Survey experience 
Caltrans experience (especially writing & participating in project study reports & project reports) 
Diversified experience within various stages/design elements of a project is a plus 
Very strong communication skills
Assignments may include one or more of the following: Project Design and Development for grading and utility systems from master planning through construction, test of materials, preparation of specifications, research investigations, report preparation, and other activities requiring knowledge of principles and techniques commonly employed in the specific area of assignments; Geometric Approval Drawing preparation; Plans, Estimate and Specification (PS&E) package preparation for Cities, Counties and Caltrans; Project design and development for grading/drainage; Utility design including water, sewer and drainage from master planning through construction, RFI and submittal review/response during construction; Research investigations; Assistance with proposal preparation; Report preparation, and other activities requiring knowledge of principles and techniques commonly employed in the specific area of assignments."
2019-08-23 12:52,Construction Field Specialist / Superintendent,https://losangeles.craigslist.org/sfv/egr/d/burbank-construction-field-specialist/6963168764.html,$30.00 USD Straight Time / $45.00 USD Overtime,contract,,"Well respected Energy Service Company is seeking a Construction Field Specialist/ Superintendent to oversee subcontractors on various commercial construction projects throughout the LA area. Position requirements will include preparing and documenting daily construction activities, assisting in the management of project schedules and acting as a liaison with all team members to ensure compliance with safety expectations, schedule and quality of contracted work.

Ideal Candidate:
- OSHA 10 (minimum)
-Experienced in NEWFORMA Document Management System
-Proficient in Microsoft Excel and Microsoft Project
-Excellent communication skills
-Customer satisfaction focus
-Bachelors in Construction Management or related field

 This is a contract assignment expected to last 4-6 months"
2019-08-23 13:52,CAD Drafter (entry-level),https://losangeles.craigslist.org/lgb/egr/d/long-beach-cad-drafter-entry-level/6963219548.html,$18 to $20,full-time,,"Summary:

An engineering office seeking an entry-level AutoCAD Drafter that is a hard worker with good morals and a strong desire to learn. 

Duties:

Will be working on multi disciplined drawings including piping, structural, civil, and electrical (will be trained)
Will be asked to working other areas supporting whatever is required

Qualifications:

Degree is a plus but not a must
1-2 years experience with AutoCAD"
2019-08-23 15:03,Cad Drafter / Designer Position at Progressive Design Firm,https://losangeles.craigslist.org/sfv/egr/d/cad-drafter-designer-position-at/6963276188.html,20 to 28 per hour D.O.E.,full-time,,"Hello,

Our design firm is looking for professional Architectural Drafter/Designer.  We are focused on high end modern retail design and have multiple projects located around the globe.  If you are looking for a company to experience high professional growth, look no further!  We are looking for a passionate and talented performer to fill the following position:

Drafter / Designer:
- Responsibilities will include taking store designs from initial concepts to full construction drawings.  
- 3-5+ years experience with professional US Firms is required.
- Experience in the commercial retail sector is a required.
- 3-5+ years professional experience with AutoCad is required.  Must have professional CAD drawing organization and cross-drawing coordination.  Please bring Sample Work.
- 2-4+ years of Professional Sketchup experience is required.  Please bring sample work.  We also use Vray.
- Must be able to multitask.  We are a busy firm and expect designers / drafters to work on multiple projects at once.
- Knowledge in ADA standards, building code as applicable to interiors, and space planning is a plus.
- Experienced with Microsoft Office (word, excel)
- Experienced Adobe Photoshop and Illustrator is a plus.
- Professional knowledge in interior construction and millwork shop drawings. 
- Positive and professional attitude along with ease of communication is a must.

We offer a highly competitive compensation package that will depend on your experience.  We do not participate in work visa sponsorship.  We look forward to meeting you in person, so please feel free to contact us for an in-person interview.

Have a wonderful week!"
2019-08-23 17:30,Drafter,https://losangeles.craigslist.org/lgb/egr/d/long-beach-drafter/6963369428.html,Part-time 15 - 20 hours per week $25.00 to $28.00 per hour,contract,,"We are expanding our design team and are looking for candidates that have a passion for designing and drafting high-end custom homes in Metro-Atlanta, Central Georgia and Coastal Georgia with Olah Design Group. www.OlahDesignGroup.com

Qualifications:
-Proficient in CAD / Revit experience a plus
-General understanding of all facets of residential construction.
-Building, framing, or project management experience is helpful.
-A degree in Computer-Aided-Drafting is not required but is a plus.
-Submission of portfolio or multiple examples of complete drawing sets.

Attributes:
-High attention to detail.
-The ability to think critically, and solve technical problems.
-Being able to self-motivate when there is no one available to provide instruction.
-Willingness to travel to job sites as needed.
-Effective time management and logical decision-making ability.
-Ability to work on multiple ongoing projects at a given time.
-Teamwork mentality.

Responsibilities:
-Working as a part of the design team in collaboration with construction team and clients to draft and detail new residential projects.
-Creating detailed architectural drawing sets, including but not limited to plans, sections, elevations, framing details, millwork drawings, schedules, etc.
-Continuing coordination and evolution of project design through the completion of construction.
-Site visits for clarification or confirmation of design elements.
-Some schematic design work based on level of experience.
-Updating drafting standards and systems as design team continues to grow.
-Sub-contractor coordination through all phases of construction.
-Structural and Civil engineering management and integration into drawing set.

Part-time  15 to 20 hrs per week   Compensation $25 to $28 per hour. Contract basis

Experience:
•	relevant: 3 years (Required)
•	Drafting: 3 years (Required)
•	CAD: 3 years (Required)

Only LOCAL responses with resumes will be considered"
2019-08-25 10:50,Assistant Project Manager,https://losangeles.craigslist.org/sgv/egr/d/assistant-project-manager/6964383041.html,BOE up to $80K/year,full-time,,"Phillips Draperies is the largest contractor of  window covering for commercial buildings in the greater Los Angeles area. We have been in business since 1947. Our projects range from custom draperies in movie theatres to automated solar shades inside downtown highrises that move according to sun intensity. We are looking for an assistant project manager. This is an entry level position but we welcome candidates who have prior project management or hands-on experience in the construction trade. Your growth path here is only limited by your drive and aptitude.

The following are responsibilities that you will assist with:

- Understanding customer requirements based on architectural blueprints and specifications
- Estimating costs of material, hardware, installation, expenses and logistics.
- Preparing bids to our clients
- Managing change orders and updating quotes
- Visiting project sites
- Working with customers, subcontractors and suppliers 
- Following the project to completion of installation and client acceptance
- Maintaining detailed and organized records of bid documents and correspondence

Special consideration will be given to candidates with experience reading building blueprints and doing electronic takeoff with Bluebeam or similar.

You must have:
- Aptitude to learn fast. There is a lot of trade specific knowledge you would need to pick up.
- Excellent written and verbal communication skills
- Familiarity with Microsoft Excel, Outlook and Word.
- Quick with basic math such as addition and multiplication
- Attention to detail and accuracy


Nice to have:
- Ability to read building blueprints and understand plan, elevation and section
- Knowledge with electrical drawings/specifications and familiarity with electronics
- Experience in the construction trade

Position is full-time , M-F at our office in Pasadena.

We offer a competitive hourly salary commensurate with your experience along with medical insurance, 401(K) with profit sharing, paid holidays and paid time-off. Please send us your resume along with salary history and reason why you would like to come work for us. We look forward to hearing from you.

Please include ""Attention to detail"" in your response. Thank you."
2019-08-26 01:09,"CIVIL, Electrical & Mechanical Engineers - All Levels",https://losangeles.craigslist.org/lac/egr/d/los-angeles-civil-electrical-mechanical/6964763352.html,"Dependent on experience level; Full time with benefits, healthcare, 401k",full-time,"https://images.craigslist.org/00909_3HfJpygSmf9_600x450.jpg,https://images.craigslist.org/00Y0Y_7FbOIsehvH2_600x450.jpg,https://images.craigslist.org/00V0V_1XwzjcyU0FQ_600x450.jpg,https://images.craigslist.org/00q0q_e3jjxRHrFJG_600x450.jpg,https://images.craigslist.org/01111_aj23sDEOWmN_600x450.jpg,https://images.craigslist.org/00x0x_amsvjt63tUR_600x450.jpg,https://images.craigslist.org/00C0C_3ouc05ItqRK_600x450.jpg,https://images.craigslist.org/00L0L_dxqgiYud6vJ_600x450.jpg,https://images.craigslist.org/00909_4npqDFanL7x_600x450.jpg,https://images.craigslist.org/00p0p_3qJZnXkVFoz_600x450.jpg,https://images.craigslist.org/00G0G_6y9gnLSqcel_600x450.jpg,https://images.craigslist.org/00y0y_dExli0uP4SD_600x450.jpg,https://images.craigslist.org/00Y0Y_cEpigprK6xc_600x450.jpg,https://images.craigslist.org/00N0N_iTQ1cFxkZwe_600x450.jpg,https://images.craigslist.org/01717_5OlyBmkOBuF_600x450.jpg,https://images.craigslist.org/00a0a_drf409kow45_600x450.jpg,https://images.craigslist.org/00s0s_5ULF13MvOda_600x450.jpg,https://images.craigslist.org/00B0B_dSMZqXJs5Iz_600x450.jpg","We have positions for:  CAD Designer,   Project Engineer, Licensed Engineers,  Project Manager for Structural Engineers, Electrical Engineer, Mechanical Engineer, & Land Surveyors    


For CONFIDENTIAL CONSIDERATION: 
Email your resume to: jobs@trabucogroup.com 
 
For full list of Engineering positions, visit us at:"
2019-08-26 09:11,Administrative Project Manager,https://losangeles.craigslist.org/sgv/egr/d/pasadena-administrative-project-manager/6964986428.html,$45.00 per hour,part-time,,"Title of Job: Administrative Project Manager
FLSA Status: Exempt

The expected number of hours required per week is 20. Hours may vary depending on business activity of the firm.

Employee rate offered is $45 /hr inclusive of health insurance allowance

Position Description:
The Administrative Project Manager (APM) provides essential support to the project managers, the owner, and administrative staff to ensure that internal business processes are managed according to project management best practices.

Major Areas of Responsibility:
The APM supports the business by coordinating timely and accurate monthly billings for lump sum contracts, hourly contracts, and mixed contracts in the field of Architecture, Structural Engineering and Civil Engineering.

This selected applicant will report to the principal and be responsible for assisting approximately eight Project Managers (PMs) with project setup, project tracking, project invoicing, and with change requests. The APM will assist the PMs to prepare and recommend project customer billing on a monthly basis. This includes reviewing project budgets and contract terms, monitoring changes to scope, and tracking and entering subcontracts.

The APM will become facile with the company time tracking, billing, and project tracking system (RADAR). The APM will perform tasks such as preparing invoices, generating change requests, answering customers’ questions about invoices, reversing and/or adjusting customer invoicing, correcting time entries that are improperly categorized, reviewing account receivables, adjusting billing rates, recording credit memos, entering project data, and reviewing project expense history.

Experience within the design and construction industry, and demonstrated knowledge of project life cycle, phases of work, contract types, billing systems and typical responsibilities of consultants, owners, contractors, and design professionals.
 

Required Knowledge, Skills, and Abilities
Job Requirements
Education and Experience:

Primary:
Minimum 5 years relevant Project Management experience with a General Contractor, Architecture Firm or Engineering Firm. Experience in the design and/or construction field is required.
Proficiency with Microsoft Excel and accounting calculations and computations.
Experience with service industry best practices for project accounting, including handling retainers, initial payments, credit memos, percentage billings and change requests.
Strong affinity for computer systems and software
Strong analytical skills
Excellent written and oral communication skills
Excellent interpersonal skills

Secondary:
Experience with generating responses to Requests for Proposals in an architecture or engineering firm.
Experience working with AIA contracts.
Professional and client service oriented.
Quick learner, resourceful and self–starter with a strong work ethic
High sense of urgency and ownership of deliverables. 
Demonstrated ability to manage to deadlines.
Strong organization skills with the ability to prioritize multiple tasks
Strong attention to detail
Strong business and project acumen
Experience with Quickbooks, Procore, Archi-Office or other project management software. Experience with Microsoft Project or equivalent is a plus.

Physical Demands
These physical demands are representative of the physical requirements necessary for an employee to successfully perform the essential functions of the job. Reasonable accommodation can be made to enable people with disabilities to perform the described essential functions.

Work Environment
While performing the responsibilities of the job, these work environment characteristics are representative of the environment the job holder will encounter. Reasonable accommodations may be made to enable people with disabilities to perform the essential functions of the job.

The noise level in the work environment is usually quiet to moderate. The passage of employees through the work area is average and normal.

Conclusion
This job description is intended to convey information essential to understanding the scope of the job and the general nature and level of work performed by job holders within this job. This job description is not intended to be an exhaustive list of qualifications, skills, efforts, duties, responsibilities or working conditions associated with the position.
Benefits: 

Paid time off: 20 days, inclusive of 7 holidays, with increases over time per employee the policy; part time employees will receive prorated pay for Paid Time Off according to the number of working hours relative to full time working hours. 

Profit Sharing Plan: The employer will contribute to the profit sharing plan on behalf of the employee subject to the terms of the profit sharing plan agreement if the employee working hours per calendar year exceeds 1,000.

The selected applicant will be subject to a 90 calendar-day trial period. Benefits will become active if the employee is retained beyond the expiration of that time-period.

Peck Architecture Structural Civil
25 S. El Molina Ave. 
Pasadena, CA 91101
626.683.0708
www.cmpeck.com"
2019-08-26 09:17,Architectural Designer,https://losangeles.craigslist.org/wst/egr/d/torrance-architectural-designer/6964992078.html,$18.00-$20.00,full-time,,"Architectural Design firm looking for a Designer with experience in as-builts, simple design projects and ability to submit drawings to the various cities and make corrections.

4-5 years experience. Must be proficient in at least AutoCAD 15. We will provide some training but must have experience as indicated above. Ability to work independently, have some understanding of design and be dependable.

Would consider part-time depending on availability. Do not call or send resume if you are not qualified. 

Please consider the salary before responding. There is also a year end bonus. Prefer individuals living in the South Bay or surounding area."
2019-08-26 09:42,Looking For Structural 2D AutoCAD Drafter,https://losangeles.craigslist.org/lac/egr/d/sunland-looking-for-structural-2d/6965017852.html,Compensation dependent on experience,full-time,,"Looking for professional AutoCAD structural Drafters with years of experience. 

Our current in-house team includes 9 draftsman and 3 California licensed engineers.  

Our company develops and engineers plans for residential foundations (concrete-piles, grade beams, etc.). Prior residential structural experience is a must.

Engineering degree and/or EIT license are preferred but not a requirement.

Experience in doing structural calculations is also a plus, but not a requirement.

Needed are:

- Excellent communication skills
- Resourcefulness and an ability to get things completed quickly and in an organized fashion.
- Full fluency in English is a must -- fluency in Spanish a plus.
- Will be required to do site visits, plot plans, designs and drafting with little instruction.
- Must have current driver's license and own transportation.

Candidate will work 40 hours a week at our Sunland office. Candidate must live within a reasonable proximity to Sunland.

 Email in resume."
2019-08-26 09:44,IN-HOUSE CIVIL/STRUCTURAL ENGINEER WANTED!,https://losangeles.craigslist.org/sfv/egr/d/sunland-in-house-civil-structural/6965020253.html,Dependent on Experience,full-time,,"Alpha Structural, Inc. is looking for qualified candidates in Structural Engineering with good experience in AutoCAD 2D Drafting. 

Candidates who want a long-term career opportunity and who take personal pride in their work are invited to apply. 

Must be experienced in seismic, foundation and reinforced concrete design, seismic analysis of residential, multi-family and commercial structures. 

Candidates with Geotechnical backgrounds also welcomed. Job duties consists of site visits, structural observation, drafting if need, structural design and calculations with little instruction. Will interface with structural engineers, soils engineers, City Building and Grading plan checkers, clients, etc. Experience in permit expediting is a plus. 

Candidate must live within a reasonable distance from 91040.

This job will require driving, to various sites, so Candidate must have current driver's license and own transportation. 

Qualifications are: 

- Degree in Civil/Structural Engineering. 
- Full fluency in English is a must.
- Excellent communication skills and an ability to complete tasks promptly. 
- Prior residential and commercial experience. 

Contact Adam, HR Manager by phone at 323.258.5482"
2019-08-27 11:06,Cannon is hiring a Civil  Principal Engineer in Irvine!,https://losangeles.craigslist.org/lgb/egr/d/irvine-cannon-is-hiring-civil-principal/6965862680.html,DOE,full-time,,"provides exciting opportunities for professional growth and outlets for team building. We strive to provide opportunity for personal growth and a balance between personal and professional life. Not only do we work together, but we also enjoy spending time together outside of work. We work hard. We play hard. We have fun.

 we have provided creative solutions to clients in the energy industry, water resources, public infrastructure, and commercial and residential development. With offices throughout California, we continue to grow!  

 a  for our  office. Located in Orange County, Irvine offers warm weather, beautiful scenery, and is one of the top bicycling cities in America with close to 300 miles of on-road bicycle lanes and 45 miles of mountain bike trails. It’s one of the safest communities in America and the public schools have consistently ranked among the best in California. 

 Wastewater Treatment Facilities * Collection Facilities * Water Distribution Systems * Water Treatment Plants * Storm Drainage Collection Systems and Facilities * Water Main Replacements * Potable Water Pump Stations and Reservoirs.

 project management, mentoring talented staff, preparing engineering reports and analyses, design and preparation of plans, specifications, and cost estimates for a variety of clients and great Public Works projects. In this role, the Project Manager may also be responsible for obtaining new business (seller-doer). For a detailed description on job duties, visit www.CannonCorp.us and click on “Careers”.


•	Requires a Bachelor’s degree in civil engineering from an accredited college.
•	Requires 10 years’ experience in civil engineering specifically pertaining to Public Works projects.
•	Requires minimum 2 years of project management experience pertaining to Public Works projects. 
•	Requires a California P.E. license.
•	Proven expertise in design.
•	Proficient with code principles and able to convey them to others.
•	Experience in management of client relationships. Working knowledge of typical computer software programs used for civil engineering design (AutoCAD, Civil3D, Hydrology and Hydraulic, AES, WSPG, Flowmaster, etc.)
•	Must be proficient with MS Office Suite. 
•	A proven track record and strong desire of providing strong client service and delivery.
•	Proven ability to manage multiple projects and deliver on time and within budget. 
•	Experience in staff management, mentoring and resource management a plus. 
•	Experience participating in business development process is a plus. 
•	Participates in professional and/or technical organizations a plus. 

 competitive salaries, relocation assistance, an excellent benefits package, and an active and positive work environment.


Submit your resume and cover letter on-line at the “Careers” section at www.CannonCorp.us. EOE/AA

Or click on this link to apply –"
2019-08-27 11:18,Cannon is hiring a Land Development Manager! (Irvine),https://losangeles.craigslist.org/lgb/egr/d/irvine-cannon-is-hiring-land/6965874191.html,DOE,full-time,,"provides exciting opportunities for professional growth and outlets for team building. We strive to provide opportunity for personal growth and a balance between personal and professional life. Not only do we work together, but we also enjoy spending time together outside of work. We work hard. We play hard. We have fun.

 we have provided creative solutions to clients in the energy industry, water resources, public infrastructure, and commercial and residential development. With offices throughout California, we continue to grow!  

 a  for our  office. Located in Orange County, Irvine offers warm weather, beautiful scenery, and is one of the top bicycling cities in the America with close to 300 miles of on-road bicycle lanes and 45 miles of mountain bike trails. It's one of the safest communities in America and the public schools have consistently rank among the best in California. 

 Commercial * Residential * Mixed-Use Development.

 providing daily supervision, coordination, technical support, and training to engineers and designers. Responsible for project management, budgeting oversight, mentoring, leading, and managing talented staff, preparing engineering reports and analyses, design and preparation of plans, specifications, and cost estimates for a variety of clients and great projects (residential / commercial and mixed use development) for land development projects in Southern California. For a detailed description on job duties, visit www.CannonCorp.us and click on ""Careers"".


•	Requires a Bachelor's degree in Civil engineering from an accredited college.
•	Requires 10+ years' experience in civil engineering specifically pertaining to land development projects.
•	5+ years demonstrated experience supervising and successfully managing projects within the constraints of scope, schedule, budget, and performance requirements, providing technical oversight for projects and all related project phases and tasks, to include quality assurance reviews.
•	Proven ability to lead teams to success, including past experience directly reviewing and managing employee performance, and mentoring a team of three or more direct reports.
•	Requires a California P.E. license.
•	Proven expertise in land development design.
•	Proven experience in processing improvement plans with jurisdictional agencies in Southern California.
•	Highly proficient with code principles and able to convey them to others. 
•	Experience in management of client relationships.
•	Experience in hydrologic / hydraulic analyses a plus.
•	Working knowledge of computer software programs used for civil engineering design (AutoCAD, Civil3D, AES, WSPG, Flowmaster, etc.).
•	Experience in business development (obtaining new and repeat business).

 competitive salaries, relocation assistance, an excellent benefits package, and an active and positive work environment.


Submit your resume and cover letter on-line at the ""Careers"" section at www.CannonCorp.us. EOE/AA

Or click on this link to apply -"
2019-08-27 11:22,CNC Programmer Assistant 3-Axis and/or 5-Axis machines ($18-$24),https://losangeles.craigslist.org/lgb/egr/d/cnc-programmer-assistant-3-axis-and-or/6965878134.html,Starting pay: $18 - $24 Based on experience and credentials.,full-time,,"TO APPLY PLEASE GO TO THE LINK BELOW AND FILL OUT OUR ONLINE QUESTIONNAIRE. APPLICANTS WILL BE CONTACTED BASED ON THEIR ANSWERS.



We are seeking a qualified programmer with wood fixtures and/or cabinet experience to join our team and work on commercial casework projects with our lead programmer and team. Must have experience with MasterCam. Solid Works and Auto-CAD are a plus.

Job Description:
• Create and edit production shop drawings by themselves.
• Able to program machine set up on their own.  3-axis and 5-axis machines on hand
• Learn how to read and resolve error codes.

Requirements:
• Experience with MasterCam and wood parts/ cabinet production.
• Autodesk, Revit, AlphaCam, Solid Works and Sketch-up a plus.
• Proficient in MS Office including Outlook and Excel.
• Experience in high-end commercial casework a plus.
• Must have a flexible schedule.
• Detail oriented and proactive.
• Knowledge of different materials and measurements.
• Team player and overall positive attitude.

*Benefits: Company Sponsored 50/50 Healthcare after 60 days of employment.
*Paid Holidays: Four paid holidays per calendar year.
*Sick Time: Up to 24 Sick Time hours per calendar year
*401k eligible after 12 months of employment

Job Location: Cerritos, CA.
Required education: High school or equivalent.
Required experience: 2 year of MasterCam.
Starting pay: $18-$24 based on experience and credentials."
2019-08-27 11:23,Cannon is hiring a Civil Project Engineer in Irvine!,https://losangeles.craigslist.org/lgb/egr/d/irvine-cannon-is-hiring-civil-project/6965878788.html,DOE,full-time,,"provides exciting opportunities for professional growth and outlets for team building. We strive to provide opportunity for personal growth and a balance between personal and professional life. Not only do we work together, but we also enjoy spending time together outside of work. We work hard. We play hard. We have fun.

 we have provided creative solutions to clients in the energy industry, water resources, public infrastructure, and commercial and residential development. With offices throughout California, we continue to grow!  

 for our  office. Located in Orange County, Irvine offers warm weather, beautiful scenery, and is one of the top bicycling cities in America with close to 300 miles of on-road bicycle lanes and 45 miles of mountain bike trails. It's one of the safest communities in America and the public schools have consistently ranked among the best in California. 


 Wastewater Treatment Facilities * Collection Facilities * Water Distribution Systems * Water Treatment Plants * Storm Drainage Collection Systems and Facilities * Water Main Replacements * Potable Water Pump Stations and Reservoirs.

 assisting team members with a variety of tasks on a wide range of Public Works projects. Assignments may include mentoring less-experienced team members on AutoCAD Civil 3D, alignments, profile, cross sections and corridor design, and representing the company in coordinating with agencies, clients, and other consultants. For a detailed description on job duties, visit www.CannonCorp.us and click on ""Careers"".


•	Requires a Bachelor’s degree in Civil or Environmental Engineering from an accredited college.
•	Requires 2 - 4 years’ experience in civil engineering specifically pertaining to water and/or wastewater engineering.
•	Requires an EIT certification.
•	Knowledgeable with CE terminology, methods, and code principles.
•	Possess strong verbal and written communication skills and able to communicate effectively with clients and team. 
•	Proficient in AutoCAD, and LDD and Microsoft Office.
•	Working Civil 3D experience highly desirable.


 competitive salaries, relocation assistance, an excellent benefits package, and an active and positive work environment.


Submit your resume and cover letter on-line at the ""Careers"" section at www.CannonCorp.us. EOE/AA

Or click on this link to apply -"
2019-08-27 11:30,Cannon is hiring a Land Surveyor in Irvine!,https://losangeles.craigslist.org/lgb/egr/d/irvine-cannon-is-hiring-land-surveyor/6965884772.html,DOE,full-time,,"provides exciting opportunities for professional growth and outlets for team building. We strive to provide opportunity for personal growth and a balance between personal and professional life. Not only do we work together, but we also enjoy spending time together outside of work. We work hard. We play hard. We have fun.

 we have provided creative solutions to clients in the energy industry, water resources, public infrastructure, and commercial and residential development. With offices throughout California, we continue to grow!  

 a  for our  office. Located in Orange County, Irvine offers warm weather, beautiful scenery, and is one of the top bicycling cities in the America with close to 300 miles of on-road bicycle lanes and 45 miles of mountain bike trails. It's one of the safest communities in America and the public schools have consistently rank among the best in California. 

 Roads and Utility Infrastructure for Public Agencies * Oil and Gas Production Facilities * Refineries * Pipelines * Solar Power Generation * Water Treatment Facilities * Industrial Process Plants * Commercial and Residential Developments * Schools, Universities, and Institutional Facilities * Military Base Facilities and Housing.

 independently performing office surveying tasks and managing client relations. Duties would include, but not be limited to, preparing CAD mapping (Subdivision, Parcel Maps, and Record of Surveys), researching, reviewing proposals and contract documents, maintaining schedules and budgets, overseeing quality control, and ensuring compliance within each project scope. Possibility of working as field surveyor \ party chief on a very limited basis. For a detailed description on job duties, visit www.CannonCorp.us and click on ""Careers"".


•	5+ years progressively responsible work experience in land surveying.  
•	LSIT certification and/or PLS.
•	Possess excellent organization, communication, and project management skills.
•	Experience reviewing deeds and title documents and performing property boundary analysis and calculations. 
•	Experience in performing easement, highway, and street right-of-way research, calculations and mapping.
•	Experience with developing proposals, coordination with clients, and managing project budgets. 
•	Proven ability to work effectively with peers, superiors, team members, clients, and General Contractors in a dynamic work environment. 
•	Working knowledge and experience setting up and operating robotic total stations, data collectors, and GPS-RTK equipment.
•	Demonstrates working knowledge of Land Surveyor's Act, Subdivision Map Act, applicable state and local agency regulations governing land surveying. 
•	Demonstrated proficiency in using AutoCAD Civil 3D software.
•	Demonstrated proficiency in field-to-finish descriptor/feature coding for auto point line work using LDD, Carlson, or similar software. 
•	Must have an active California Driver's license with a clear driving record and proof of valid auto insurance.

 competitive salaries, relocation assistance, an excellent benefits package, and an active and positive work environment.


Submit your resume and cover letter on-line at the ""Careers"" section at www.CannonCorp.us. EOE/AA

Or click on this link to apply -"
